Unit:(mV)
                     CH1         CH2
Frequency              ?   1.185 kHz
Period                 ?  843.882 us
00001             240.00      -20.00
00002             200.00      -12.00
00003             120.00      -16.00
00004              80.00      -12.00
00005              80.00      -16.00
00006              40.00      -20.00
00007             -40.00      -12.00
00008             -80.00      -12.00
00009             -40.00      -12.00
00010            -120.00      -16.00
00011            -560.00      500.00
00012            -400.00      500.00
00013            -280.00      -28.00
00014            -160.00      -36.00
00015               0.00      -32.00
00016              40.00      -36.00
00017             200.00      -32.00
00018             320.00      -32.00
00019             440.00      -36.00
00020             480.00      -36.00
00021             640.00      -36.00
00022             680.00      -36.00
00023             800.00      -28.00
00024             880.00      -28.00
00025             920.00      -32.00
00026            1040.00      -28.00
00027            1160.00      -28.00
00028            1280.00      -32.00
00029            1280.00      -28.00
00030            1360.00      -28.00
00031            1440.00      -24.00
00032            1520.00      -28.00
00033            1600.00      -32.00
00034            1640.00      -24.00
00035            1680.00      -28.00
00036            1720.00      -28.00
00037            1800.00      -28.00
00038            1800.00      -20.00
00039            1840.00      -28.00
00040            1840.00      -24.00
00041            1840.00      -24.00
00042            1840.00      -24.00
00043            1880.00      -28.00
00044            1840.00      -24.00
00045            1840.00      -24.00
00046            1840.00      -20.00
00047            1800.00      -20.00
00048            1800.00      -24.00
00049            1760.00      -24.00
00050            1720.00      -20.00
00051            1680.00      -24.00
00052            1640.00      -20.00
00053            1560.00      -24.00
00054            1520.00      -20.00
00055            1520.00      -20.00
00056            1480.00      -24.00
00057            1440.00      -24.00
00058            1400.00      -20.00
00059            1400.00      -24.00
00060            1360.00      -20.00
00061            1320.00      -20.00
00062            1280.00      -24.00
00063            1280.00      -20.00
00064            1240.00      -24.00
00065            1200.00      -24.00
00066            1120.00      -20.00
00067            1080.00      -24.00
00068            1040.00      -20.00
00069            1040.00      -24.00
00070            1040.00      -24.00
00071            1000.00      -24.00
00072            1040.00      -20.00
00073            1000.00      -16.00
00074            1040.00      -16.00
00075            1080.00      -16.00
00076            1080.00      -24.00
00077            1120.00      -24.00
00078            1160.00      -20.00
00079            1200.00      -24.00
00080            1200.00      -20.00
00081            1200.00      -20.00
00082            1200.00      -24.00
00083            1200.00      -20.00
00084            1160.00      -20.00
00085            1120.00      -20.00
00086            1080.00      -24.00
00087             960.00      -24.00
00088             920.00      -20.00
00089             840.00      -24.00
00090             800.00      -20.00
00091             680.00      -20.00
00092             600.00      -24.00
00093             480.00      -20.00
00094             440.00      -16.00
00095             360.00      -20.00
00096             240.00      -24.00
00097             160.00      -20.00
00098              80.00      -20.00
00099               0.00      -24.00
00100               0.00      -20.00
00101            -120.00      -20.00
00102            -200.00      -16.00
00103            -320.00      -16.00
00104            -400.00      -20.00
00105            -520.00      -20.00
00106            -640.00      -24.00
00107            -760.00      -24.00
00108            -920.00      -16.00
00109           -1000.00      -20.00
00110           -1160.00      -20.00
00111           -1320.00      -16.00
00112           -1480.00      -20.00
00113           -1560.00      -16.00
00114           -1680.00      -20.00
00115           -1760.00      -20.00
00116           -1880.00      -20.00
00117           -1960.00      -20.00
00118           -2040.00      -20.00
00119           -2120.00      -20.00
00120           -2160.00      -16.00
00121           -2240.00      -16.00
00122           -2320.00      -12.00
00123           -2440.00      -16.00
00124           -2520.00      -24.00
00125           -2600.00      -24.00
00126           -2720.00      -16.00
00127           -2800.00      -20.00
00128           -2920.00      -24.00
00129           -3000.00      -20.00
00130           -3080.00      -20.00
00131           -3200.00      -16.00
00132           -3280.00      -20.00
00133           -3320.00      -16.00
00134           -3360.00      -20.00
00135           -3400.00      -20.00
00136           -3440.00      -20.00
00137           -3440.00      -20.00
00138           -3440.00      -20.00
00139           -3480.00      -20.00
00140           -3440.00      -16.00
00141           -3480.00      -16.00
00142           -3440.00      -20.00
00143           -3440.00      -20.00
00144           -3400.00      -20.00
00145           -3360.00      -16.00
00146           -3400.00      -20.00
00147           -3360.00      -24.00
00148           -3320.00      -16.00
00149           -3320.00      -16.00
00150           -3280.00      -12.00
00151           -3280.00      -16.00
00152           -3280.00      -20.00
00153           -3200.00      -12.00
00154           -3160.00      -16.00
00155           -3160.00      -24.00
00156           -3120.00      -20.00
00157           -3040.00      -20.00
00158           -2960.00      -20.00
00159           -2920.00      -16.00
00160           -2840.00      -12.00
00161           -2680.00      -12.00
00162           -2600.00      -20.00
00163           -2520.00      -16.00
00164           -2360.00      -20.00
00165           -2200.00      -20.00
00166           -2040.00      -16.00
00167           -1800.00      -16.00
00168           -1680.00      -16.00
00169           -1440.00      -16.00
00170           -1360.00      -16.00
00171           -1160.00      -20.00
00172           -1040.00      -24.00
00173            -840.00      -20.00
00174            -640.00      -12.00
00175            -560.00      -16.00
00176            -400.00      -16.00
00177            -200.00      -20.00
00178            -120.00      -16.00
00179            -120.00      -12.00
00180              40.00      -20.00
00181             200.00      -12.00
00182             320.00      -16.00
00183             400.00      -20.00
00184             480.00      -24.00
00185             560.00      -20.00
00186             600.00      -12.00
00187             720.00      -16.00
00188             720.00      -16.00
00189             880.00      -20.00
00190             880.00      -20.00
00191             960.00      -20.00
00192            1040.00      -16.00
00193            1120.00      -20.00
00194            1120.00      -16.00
00195            1160.00      -24.00
00196            1160.00      -16.00
00197            1160.00      -16.00
00198            1200.00      -16.00
00199            1200.00      -12.00
00200            1240.00      -20.00
00201            1280.00      -12.00
00202            1320.00      -16.00
00203            1360.00      -20.00
00204            1440.00      -16.00
00205            1520.00      -16.00
00206            1560.00      -12.00
00207            1640.00      -12.00
00208            1600.00      -20.00
00209            1680.00      -16.00
00210            1680.00      -20.00
00211            1720.00      -20.00
00212            1720.00      -20.00
00213            1760.00      -24.00
00214            1720.00      -24.00
00215            1720.00      -24.00
00216            1680.00      -16.00
00217            1680.00      -16.00
00218            1640.00      -16.00
00219            1600.00      -28.00
00220            1560.00      -16.00
00221            1520.00      -16.00
00222            1520.00      -20.00
00223            1480.00      -20.00
00224            1480.00      -16.00
00225            1440.00      -16.00
00226            1400.00      -16.00
00227            1400.00      -16.00
00228            1400.00      -16.00
00229            1400.00      -24.00
00230            1440.00      -20.00
00231            1400.00      -24.00
00232            1440.00      -16.00
00233            1440.00      -20.00
00234            1440.00      -16.00
00235            1400.00      -16.00
00236            1440.00      -16.00
00237            1360.00      -20.00
00238            1400.00      -20.00
00239            1320.00      -16.00
00240            1280.00      -16.00
00241            1200.00      -16.00
00242            1160.00      -20.00
00243            1000.00      -16.00
00244             920.00      -20.00
00245             840.00      -16.00
00246             640.00      -20.00
00247             600.00      -16.00
00248             520.00      -20.00
00249             400.00      -16.00
00250             360.00      -20.00
00251             240.00      -20.00
00252             200.00      -12.00
00253             160.00      -12.00
00254              80.00      -20.00
00255              80.00      -20.00
00256              40.00      -20.00
00257               0.00      -16.00
00258             -40.00      -16.00
00259             -80.00      -20.00
00260            -120.00      -16.00
00261            -560.00      500.00
00262            -440.00      500.00
00263            -200.00      -20.00
00264            -160.00      -28.00
00265             -80.00      -32.00
00266              80.00      -40.00
00267             120.00      -36.00
00268             280.00      -32.00
00269             400.00      -32.00
00270             480.00      -32.00
00271             600.00      -28.00
00272             720.00      -32.00
00273             800.00      -28.00
00274             920.00      -32.00
00275             960.00      -28.00
00276            1040.00      -32.00
00277            1080.00      -32.00
00278            1240.00      -32.00
00279            1280.00      -28.00
00280            1360.00      -28.00
00281            1400.00      -28.00
00282            1520.00      -28.00
00283            1600.00      -24.00
00284            1640.00      -28.00
00285            1680.00      -20.00
00286            1760.00      -28.00
00287            1760.00      -28.00
00288            1800.00      -24.00
00289            1840.00      -24.00
00290            1880.00      -24.00
00291            1840.00      -20.00
00292            1880.00      -20.00
00293            1840.00      -20.00
00294            1840.00      -28.00
00295            1840.00      -24.00
00296            1840.00      -20.00
00297            1840.00      -24.00
00298            1800.00      -20.00
00299            1800.00      -20.00
00300            1720.00      -20.00
00301            1680.00      -20.00
00302            1640.00      -20.00
00303            1600.00      -16.00
00304            1560.00      -20.00
00305            1480.00      -20.00
00306            1480.00      -20.00
00307            1480.00      -16.00
00308            1400.00      -20.00
00309            1360.00      -20.00
00310            1360.00      -20.00
00311            1320.00      -20.00
00312            1280.00      -20.00
00313            1240.00      -20.00
00314            1240.00      -16.00
00315            1200.00      -16.00
00316            1160.00      -16.00
00317            1080.00      -20.00
00318            1040.00      -20.00
00319            1040.00      -16.00
00320            1000.00      -12.00
00321            1000.00      -20.00
00322            1000.00      -16.00
00323            1000.00      -20.00
00324            1000.00      -12.00
00325            1080.00      -16.00
00326            1080.00      -20.00
00327            1120.00      -16.00
00328            1160.00      -20.00
00329            1160.00      -16.00
00330            1200.00      -16.00
00331            1200.00      -16.00
00332            1200.00      -20.00
00333            1200.00      -12.00
00334            1120.00      -20.00
00335            1120.00      -16.00
00336            1080.00      -12.00
00337            1000.00      -16.00
00338             880.00      -20.00
00339             840.00      -16.00
00340             760.00      -16.00
00341             640.00      -12.00
00342             600.00      -16.00
00343             480.00      -20.00
00344             400.00      -16.00
00345             360.00      -16.00
00346             240.00      -16.00
00347             160.00      -16.00
00348              80.00      -16.00
00349               0.00      -12.00
00350             -40.00      -16.00
00351            -120.00      -16.00
00352            -200.00      -12.00
00353            -280.00      -16.00
00354            -400.00      -16.00
00355            -520.00      -16.00
00356            -600.00      -12.00
00357            -760.00      -20.00
00358            -880.00      -12.00
00359           -1000.00      -12.00
00360           -1200.00      -16.00
00361           -1280.00      -20.00
00362           -1440.00      -16.00
00363           -1520.00      -16.00
00364           -1680.00      -12.00
00365           -1840.00      -12.00
00366           -1880.00      -20.00
00367           -2000.00      -12.00
00368           -2080.00      -16.00
00369           -2080.00      -24.00
00370           -2120.00      -12.00
00371           -2200.00      -12.00
00372           -2320.00      -16.00
00373           -2440.00      -20.00
00374           -2520.00      -12.00
00375           -2600.00      -16.00
00376           -2720.00      -16.00
00377           -2840.00      -16.00
00378           -2920.00      -12.00
00379           -2960.00      -20.00
00380           -3120.00      -12.00
00381           -3200.00      -20.00
00382           -3240.00      -16.00
00383           -3320.00      -20.00
00384           -3360.00      -12.00
00385           -3400.00      -16.00
00386           -3440.00      -16.00
00387           -3440.00      -20.00
00388           -3440.00      -16.00
00389           -3480.00      -16.00
00390           -3440.00      -16.00
00391           -3440.00      -12.00
00392           -3480.00      -16.00
00393           -3440.00      -16.00
00394           -3440.00      -16.00
00395           -3440.00      -16.00
00396           -3400.00      -16.00
00397           -3360.00      -20.00
00398           -3320.00      -16.00
00399           -3320.00      -16.00
00400           -3280.00      -20.00
