Unit:(mV)
                     CH1         CH2
Frequency              ?   1.220 kHz
Period                 ?  819.672 us
00001             440.00      -20.00
00002             480.00      -20.00
00003             520.00      -20.00
00004             520.00      -20.00
00005             520.00      -20.00
00006             480.00      -16.00
00007             440.00      -16.00
00008             400.00      -20.00
00009             320.00      -20.00
00010             200.00      -16.00
00011            -480.00      500.00
00012            -600.00      500.00
00013            -680.00      -32.00
00014            -760.00      -40.00
00015            -800.00      -44.00
00016            -840.00      -36.00
00017            -880.00      -36.00
00018            -800.00      -40.00
00019            -800.00      -44.00
00020            -720.00      -44.00
00021            -680.00      -32.00
00022            -600.00      -28.00
00023            -520.00      -36.00
00024            -440.00      -36.00
00025            -400.00      -32.00
00026            -280.00      -32.00
00027            -200.00      -36.00
00028            -160.00      -28.00
00029             -40.00      -32.00
00030               0.00      -32.00
00031             120.00      -32.00
00032             200.00      -28.00
00033             280.00      -28.00
00034             400.00      -32.00
00035             480.00      -32.00
00036             560.00      -36.00
00037             640.00      -36.00
00038             720.00      -32.00
00039             800.00      -28.00
00040             880.00      -32.00
00041             880.00      -28.00
00042             920.00      -28.00
00043             920.00      -28.00
00044             920.00      -28.00
00045             880.00      -28.00
00046             800.00      -32.00
00047             680.00      -28.00
00048             600.00      -28.00
00049             440.00      -28.00
00050             320.00      -32.00
00051             160.00      -20.00
00052               0.00      -24.00
00053            -160.00      -24.00
00054            -320.00      -20.00
00055            -520.00      -20.00
00056            -680.00      -28.00
00057            -760.00      -20.00
00058            -880.00      -24.00
00059           -1000.00      -16.00
00060           -1040.00      -20.00
00061           -1120.00      -28.00
00062           -1160.00      -24.00
00063           -1200.00      -24.00
00064           -1200.00      -20.00
00065           -1160.00      -20.00
00066           -1160.00      -20.00
00067           -1160.00      -24.00
00068           -1120.00      -24.00
00069           -1120.00      -28.00
00070           -1080.00      -28.00
00071           -1000.00      -20.00
00072            -920.00      -20.00
00073            -840.00      -16.00
00074            -720.00      -20.00
00075            -560.00      -24.00
00076            -400.00      -24.00
00077            -200.00      -24.00
00078             -40.00      -16.00
00079             120.00      -20.00
00080             320.00      -16.00
00081             440.00      -20.00
00082             640.00      -20.00
00083             760.00      -20.00
00084             840.00      -20.00
00085             920.00      -20.00
00086            1000.00      -24.00
00087            1040.00      -20.00
00088            1120.00      -20.00
00089            1120.00      -12.00
00090            1080.00      -16.00
00091            1000.00      -20.00
00092             960.00      -12.00
00093             880.00      -24.00
00094             800.00      -20.00
00095             680.00      -20.00
00096             560.00      -24.00
