Unit:(mV)
                     CH1         CH2
Frequency              ?   1.214 kHz
Period                 ?  823.723 us
00001             680.00      -12.00
00002             720.00      -12.00
00003             800.00      -16.00
00004             800.00      -12.00
00005             840.00      -16.00
00006             800.00       -8.00
00007             800.00      -20.00
00008             680.00      -16.00
00009             600.00      -16.00
00010             520.00      -12.00
00011            -720.00      500.00
00012            -760.00      500.00
00013            -800.00      -28.00
00014            -840.00      -36.00
00015            -840.00      -28.00
00016            -840.00      -32.00
00017            -840.00      -32.00
00018            -800.00      -32.00
00019            -800.00      -28.00
00020            -720.00      -28.00
00021            -640.00      -32.00
00022            -600.00      -28.00
00023            -560.00      -28.00
00024            -480.00      -32.00
00025            -400.00      -28.00
00026            -320.00      -28.00
00027            -280.00      -28.00
00028            -200.00      -24.00
00029            -120.00      -24.00
00030             -40.00      -28.00
00031              40.00      -24.00
00032             120.00      -20.00
00033             240.00      -20.00
00034             320.00      -24.00
00035             400.00      -28.00
00036             480.00      -24.00
00037             560.00      -28.00
00038             600.00      -24.00
00039             600.00      -24.00
00040             640.00      -20.00
00041             640.00      -24.00
00042             600.00      -24.00
00043             600.00      -24.00
00044             560.00      -20.00
00045             520.00      -24.00
00046             440.00      -28.00
00047             320.00      -24.00
00048             240.00      -16.00
00049              80.00      -20.00
00050               0.00      -16.00
00051            -160.00      -20.00
00052            -280.00      -24.00
00053            -400.00      -24.00
00054            -480.00      -24.00
00055            -600.00      -24.00
00056            -640.00      -24.00
00057            -720.00      -20.00
00058            -800.00      -20.00
00059            -800.00      -20.00
00060            -880.00      -20.00
00061            -880.00      -20.00
00062            -880.00      -20.00
00063            -920.00      -24.00
00064            -920.00      -20.00
00065            -880.00      -16.00
00066            -920.00      -32.00
00067            -920.00      -16.00
00068            -880.00      -16.00
00069            -880.00      -24.00
00070            -840.00      -20.00
00071            -760.00      -16.00
00072            -640.00      -20.00
00073            -560.00      -16.00
00074            -400.00      -28.00
00075            -240.00      -24.00
00076             -40.00      -20.00
00077             160.00      -24.00
00078             360.00      -20.00
00079             560.00      -20.00
00080             720.00      -24.00
00081             880.00      -20.00
00082            1000.00      -16.00
00083            1120.00      -16.00
00084            1160.00      -20.00
00085            1160.00      -20.00
00086            1240.00      -20.00
00087            1200.00      -20.00
00088            1160.00      -16.00
00089            1080.00      -16.00
00090            1000.00      -20.00
00091             880.00      -24.00
00092             760.00      -24.00
00093             680.00      -20.00
00094             560.00      -24.00
00095             520.00      -20.00
00096             400.00      -20.00
00097             320.00      -20.00
00098             280.00      -20.00
00099             240.00      -20.00
00100             200.00      -20.00
00101             160.00      -28.00
00102              80.00      -24.00
00103              40.00      -16.00
00104               0.00      -16.00
00105             -80.00      -20.00
00106            -200.00      -20.00
00107            -280.00      -20.00
00108            -400.00      -20.00
00109            -480.00      -16.00
00110            -600.00      -24.00
00111            -640.00      -20.00
00112            -720.00      -24.00
00113            -800.00      -24.00
00114            -800.00      -16.00
00115            -760.00      -16.00
00116            -760.00      -24.00
00117            -680.00      -20.00
00118            -600.00      -20.00
00119            -440.00      -20.00
00120            -280.00      -16.00
00121            -120.00      -24.00
00122              40.00      -20.00
00123             160.00      -16.00
00124             280.00      -16.00
00125             360.00      -20.00
00126             360.00      -20.00
00127             360.00      -16.00
00128             400.00      -20.00
00129             400.00      -16.00
00130             360.00      -16.00
00131             360.00      -20.00
00132             280.00      -24.00
00133             240.00      -20.00
00134             160.00      -20.00
00135             120.00      -20.00
00136               0.00      -20.00
00137             -80.00      -20.00
00138            -120.00      -20.00
00139            -120.00      -24.00
00140            -120.00      -16.00
00141            -120.00      -20.00
00142            -120.00      -16.00
00143             -80.00      -16.00
00144             -80.00      -20.00
00145             -80.00      -20.00
00146            -160.00      -28.00
00147            -160.00      -20.00
00148            -200.00      -20.00
00149            -280.00      -20.00
00150            -320.00      -16.00
00151            -360.00      -20.00
00152            -400.00      -16.00
00153            -400.00      -16.00
00154            -400.00      -20.00
00155            -360.00      -24.00
00156            -360.00      -16.00
00157            -280.00      -20.00
00158            -240.00      -12.00
00159            -160.00      -20.00
00160             -40.00      -20.00
00161              80.00      -24.00
00162             200.00      -16.00
00163             400.00      -16.00
00164             560.00      -20.00
00165             720.00      -20.00
00166             840.00      -16.00
00167             920.00      -20.00
00168             960.00      -20.00
00169            1000.00      -24.00
00170            1000.00      -16.00
00171            1040.00      -16.00
00172            1000.00      -16.00
00173             960.00      -20.00
00174             920.00      -20.00
00175             800.00      -16.00
00176             680.00      -20.00
00177             560.00      -16.00
00178             480.00      -20.00
00179             360.00      -16.00
00180             240.00      -20.00
00181             160.00      -12.00
00182              80.00      -20.00
00183              80.00      -16.00
00184              80.00      -20.00
00185              80.00      -16.00
00186              80.00      -20.00
00187             120.00      -16.00
00188              80.00      -20.00
00189              40.00      -16.00
00190               0.00      -16.00
00191             -80.00      -24.00
00192            -120.00      -24.00
00193            -200.00      -20.00
00194            -240.00      -16.00
00195            -360.00      -16.00
00196            -440.00      -16.00
00197            -480.00      -20.00
00198            -560.00      -20.00
00199            -640.00      -20.00
00200            -680.00      -12.00
00201            -640.00      -16.00
00202            -600.00      -28.00
00203            -560.00      -20.00
00204            -400.00      -16.00
00205            -240.00      -24.00
00206             -80.00      -20.00
00207              40.00      -20.00
00208             200.00      -16.00
00209             240.00      -16.00
00210             360.00      -20.00
00211             400.00      -20.00
00212             440.00      -16.00
00213             400.00      -24.00
00214             360.00      -16.00
00215             360.00      -20.00
00216             320.00      -20.00
00217             280.00      -24.00
00218             240.00      -16.00
00219              80.00      -20.00
00220             -40.00      -20.00
00221            -160.00      -16.00
00222            -320.00      -16.00
00223            -400.00      -20.00
00224            -480.00      -16.00
00225            -480.00      -20.00
00226            -480.00      -12.00
00227            -440.00      -16.00
00228            -440.00      -12.00
00229            -360.00      -20.00
00230            -280.00      -16.00
00231            -160.00      -24.00
00232             -80.00      -12.00
00233             -40.00      -16.00
00234               0.00      -24.00
00235              40.00      -20.00
00236             120.00      -16.00
00237             120.00       -8.00
00238             160.00      -12.00
00239             160.00      -16.00
00240             160.00      -16.00
00241             160.00      -16.00
00242             160.00      -16.00
00243             200.00      -12.00
00244             240.00      -16.00
00245             280.00      -16.00
00246             360.00      -12.00
00247             400.00      -16.00
00248             480.00      -20.00
00249             560.00      -20.00
00250             560.00      -16.00
00251             720.00      -12.00
00252             800.00      -12.00
00253             800.00      -24.00
00254             840.00      -24.00
00255             880.00      -12.00
00256             800.00      -20.00
00257             760.00      -16.00
00258             680.00      -20.00
00259             600.00      -24.00
00260             480.00      -20.00
00261            -720.00      500.00
00262            -760.00      500.00
00263            -800.00      -32.00
00264            -800.00      -40.00
00265            -840.00      -40.00
00266            -840.00      -36.00
00267            -840.00      -40.00
00268            -800.00      -32.00
00269            -760.00      -32.00
00270            -720.00      -32.00
00271            -640.00      -36.00
00272            -600.00      -32.00
00273            -560.00      -32.00
00274            -480.00      -32.00
00275            -400.00      -28.00
00276            -320.00      -28.00
00277            -280.00      -32.00
00278            -200.00      -32.00
00279             -80.00      -28.00
00280             -80.00      -20.00
00281              40.00      -28.00
00282             120.00      -24.00
00283             200.00      -28.00
00284             280.00      -32.00
00285             360.00      -24.00
00286             480.00      -28.00
00287             520.00      -24.00
00288             560.00      -32.00
00289             600.00      -28.00
00290             640.00      -24.00
00291             600.00      -20.00
00292             640.00      -24.00
00293             600.00      -20.00
00294             560.00      -20.00
00295             520.00      -24.00
00296             440.00      -24.00
00297             360.00      -32.00
00298             240.00      -20.00
00299             120.00      -20.00
00300               0.00      -20.00
00301            -120.00      -20.00
00302            -240.00      -20.00
00303            -400.00      -28.00
00304            -480.00      -16.00
00305            -600.00      -16.00
00306            -680.00      -24.00
00307            -720.00      -20.00
00308            -800.00      -24.00
00309            -840.00      -28.00
00310            -880.00      -16.00
00311            -920.00      -24.00
00312            -920.00      -20.00
00313            -920.00      -20.00
00314            -920.00      -20.00
00315            -920.00      -20.00
00316            -920.00      -16.00
00317            -880.00      -16.00
00318            -920.00      -20.00
00319            -880.00      -16.00
00320            -880.00      -24.00
00321            -760.00      -20.00
00322            -720.00      -16.00
00323            -560.00      -16.00
00324            -400.00      -16.00
00325            -240.00      -20.00
00326               0.00      -20.00
00327             200.00      -20.00
00328             360.00      -16.00
00329             560.00      -12.00
00330             720.00      -20.00
00331             880.00      -16.00
00332            1000.00      -16.00
00333            1080.00      -20.00
00334            1160.00      -20.00
00335            1200.00      -16.00
00336            1200.00      -16.00
00337            1200.00      -16.00
00338            1160.00      -12.00
00339            1120.00      -16.00
00340            1000.00      -16.00
00341             880.00      -20.00
00342             800.00      -16.00
00343             680.00      -20.00
00344             560.00      -16.00
00345             480.00      -16.00
00346             400.00      -16.00
00347             360.00      -16.00
00348             280.00      -12.00
00349             240.00      -16.00
00350             160.00       -8.00
00351             120.00      -20.00
00352              80.00      -20.00
00353              40.00      -16.00
00354             -40.00      -16.00
00355             -80.00      -16.00
00356            -160.00      -16.00
00357            -280.00      -12.00
00358            -400.00      -20.00
00359            -480.00      -16.00
00360            -600.00      -16.00
00361            -640.00      -16.00
00362            -720.00      -20.00
00363            -800.00      -20.00
00364            -800.00      -16.00
00365            -800.00      -12.00
00366            -760.00      -12.00
00367            -720.00      -16.00
00368            -600.00      -16.00
00369            -480.00      -12.00
00370            -280.00      -16.00
00371            -120.00      -20.00
00372              40.00      -16.00
00373             200.00      -16.00
00374             280.00      -16.00
00375             360.00      -12.00
00376             360.00      -16.00
00377             360.00      -16.00
00378             360.00      -12.00
00379             360.00      -12.00
00380             360.00      -16.00
00381             360.00      -12.00
00382             280.00      -16.00
00383             240.00      -12.00
00384             160.00      -16.00
00385              80.00      -16.00
00386               0.00      -20.00
00387             -80.00      -20.00
00388            -120.00      -12.00
00389            -160.00      -16.00
00390            -160.00      -16.00
00391            -160.00      -12.00
00392            -120.00      -16.00
00393            -120.00      -12.00
00394             -80.00      -16.00
00395             -80.00      -16.00
00396            -120.00      -12.00
00397            -160.00      -20.00
00398            -200.00      -12.00
00399            -240.00      -12.00
00400            -280.00      -24.00
00401            -360.00      -16.00
00402            -360.00      -12.00
00403            -360.00      -12.00
00404            -360.00      -12.00
00405            -360.00      -20.00
00406            -320.00      -20.00
00407            -320.00      -12.00
00408            -240.00       -8.00
00409            -200.00      -16.00
00410             -80.00      -20.00
00411              40.00      -16.00
00412             240.00      -16.00
00413             400.00      -16.00
00414             560.00      -16.00
00415             720.00      -20.00
00416             840.00      -16.00
00417             880.00      -16.00
00418             960.00      -16.00
00419            1000.00      -16.00
00420            1040.00      -16.00
00421            1040.00      -20.00
00422            1000.00      -12.00
00423             960.00      -20.00
00424             880.00      -12.00
00425             800.00      -20.00
00426             720.00      -16.00
00427             560.00      -12.00
00428             440.00      -16.00
00429             360.00      -20.00
00430             240.00      -16.00
00431             160.00      -16.00
00432             120.00      -20.00
00433              80.00      -16.00
00434              40.00       -8.00
00435              80.00      -20.00
00436             120.00      -12.00
00437             120.00      -12.00
00438              80.00      -16.00
00439              40.00      -20.00
00440               0.00      -16.00
00441             -80.00      -12.00
00442            -120.00      -16.00
00443            -160.00      -20.00
00444            -280.00      -20.00
00445            -360.00      -16.00
00446            -400.00      -20.00
00447            -520.00      -16.00
00448            -560.00      -20.00
00449            -600.00      -12.00
00450            -640.00      -16.00
00451            -640.00      -16.00
00452            -600.00      -16.00
00453            -480.00      -16.00
00454            -400.00      -12.00
00455            -280.00      -16.00
00456            -160.00      -20.00
00457              40.00      -16.00
00458             160.00      -20.00
00459             280.00      -24.00
00460             360.00      -16.00
00461             400.00      -20.00
00462             440.00      -12.00
00463             400.00      -20.00
00464             400.00      -16.00
00465             360.00      -12.00
00466             360.00      -16.00
00467             280.00      -16.00
00468             240.00      -20.00
00469             120.00      -12.00
00470             -40.00      -20.00
00471            -160.00      -16.00
00472            -320.00      -16.00
00473            -400.00      -12.00
00474            -480.00       -8.00
00475            -480.00      -20.00
00476            -480.00      -20.00
00477            -480.00      -16.00
00478            -440.00      -20.00
00479            -360.00      -24.00
00480            -280.00      -16.00
00481            -120.00      -20.00
00482             -80.00      -16.00
00483               0.00      -16.00
00484               0.00      -20.00
00485              40.00      -20.00
00486              80.00      -12.00
00487              80.00      -16.00
00488             120.00      -16.00
00489             160.00      -24.00
00490             160.00      -12.00
00491             160.00      -12.00
00492             200.00      -12.00
00493             200.00      -20.00
00494             240.00      -20.00
00495             280.00      -20.00
00496             320.00      -20.00
00497             400.00      -20.00
00498             440.00      -20.00
00499             520.00      -20.00
00500             600.00      -20.00
00501             680.00      -16.00
00502             720.00      -20.00
00503             800.00      -16.00
00504             800.00      -20.00
00505             880.00      -20.00
00506             840.00      -16.00
00507             800.00      -16.00
00508             720.00      -24.00
00509             640.00      -24.00
00510             480.00      -16.00
00511            -720.00      500.00
00512            -760.00      500.00
00513            -800.00      -36.00
00514            -840.00      -36.00
00515            -840.00      -40.00
00516            -840.00      -44.00
00517            -840.00      -36.00
00518            -840.00      -36.00
00519            -800.00      -36.00
00520            -720.00      -44.00
00521            -680.00      -32.00
00522            -600.00      -32.00
00523            -520.00      -36.00
00524            -480.00      -32.00
00525            -440.00      -36.00
00526            -320.00      -28.00
00527            -240.00      -28.00
00528            -200.00      -36.00
00529            -120.00      -32.00
00530             -40.00      -28.00
00531              40.00      -36.00
00532             120.00      -28.00
00533             240.00      -32.00
00534             320.00      -28.00
00535             360.00      -28.00
00536             480.00      -28.00
00537             520.00      -32.00
00538             600.00      -32.00
00539             640.00      -24.00
00540             640.00      -28.00
00541             640.00      -20.00
00542             640.00      -24.00
00543             640.00      -28.00
00544             560.00      -32.00
00545             520.00      -28.00
00546             440.00      -28.00
00547             360.00      -24.00
00548             240.00      -28.00
00549             160.00      -24.00
00550               0.00      -24.00
00551            -120.00      -24.00
00552            -280.00      -24.00
00553            -360.00      -24.00
00554            -520.00      -28.00
00555            -600.00      -28.00
00556            -680.00      -20.00
00557            -720.00      -28.00
00558            -800.00      -24.00
00559            -840.00      -20.00
00560            -840.00      -20.00
00561            -880.00      -24.00
00562            -880.00      -32.00
00563            -920.00      -28.00
00564            -920.00      -20.00
00565            -880.00      -20.00
00566            -920.00      -20.00
00567            -920.00      -24.00
00568            -920.00      -16.00
00569            -880.00      -28.00
00570            -840.00      -20.00
00571            -800.00      -20.00
00572            -720.00      -20.00
00573            -560.00      -28.00
00574            -440.00      -20.00
00575            -240.00      -20.00
00576             -40.00      -28.00
00577             160.00      -20.00
00578             360.00      -20.00
00579             560.00      -24.00
00580             720.00      -20.00
00581             880.00      -24.00
00582            1000.00      -16.00
00583            1080.00      -16.00
00584            1160.00      -20.00
00585            1200.00      -20.00
00586            1200.00      -16.00
00587            1200.00      -20.00
00588            1160.00      -20.00
00589            1120.00      -20.00
00590            1000.00      -20.00
00591             920.00      -20.00
00592             800.00      -20.00
00593             680.00      -16.00
