Unit:(mV)
                     CH1         CH2
Frequency              ?   1.220 kHz
Period                 ?  819.672 us
00001             680.00      -20.00
00002             720.00      -16.00
00003             760.00      -20.00
00004             760.00      -20.00
00005             800.00      -20.00
00006             760.00      -16.00
00007             680.00      -20.00
00008             640.00      -20.00
00009             560.00      -24.00
00010             440.00      -16.00
00011            -680.00      500.00
00012            -760.00      500.00
00013            -800.00      -32.00
00014            -840.00      -32.00
00015            -840.00      -36.00
00016            -880.00      -40.00
00017            -840.00      -36.00
00018            -840.00      -36.00
00019            -800.00      -32.00
00020            -760.00      -36.00
00021            -720.00      -44.00
00022            -600.00      -28.00
00023            -560.00      -32.00
00024            -520.00      -32.00
00025            -440.00      -36.00
00026            -360.00      -36.00
00027            -240.00      -28.00
00028            -240.00      -28.00
00029            -160.00      -32.00
00030             -80.00      -36.00
00031               0.00      -24.00
00032              80.00      -24.00
00033             200.00      -28.00
00034             240.00      -28.00
00035             360.00      -28.00
00036             440.00      -28.00
00037             480.00      -32.00
00038             560.00      -28.00
00039             600.00      -24.00
00040             600.00      -24.00
00041             640.00      -24.00
00042             600.00      -28.00
00043             560.00      -20.00
00044             560.00      -24.00
00045             520.00      -24.00
00046             400.00      -20.00
00047             360.00      -20.00
00048             240.00      -28.00
00049             120.00      -24.00
00050               0.00      -20.00
00051            -160.00      -24.00
00052            -240.00      -24.00
00053            -400.00      -28.00
00054            -480.00      -24.00
00055            -600.00      -24.00
00056            -680.00      -20.00
00057            -760.00      -24.00
00058            -800.00      -20.00
00059            -840.00      -24.00
00060            -880.00      -24.00
00061            -880.00      -20.00
00062            -920.00      -24.00
00063            -920.00      -24.00
00064            -920.00      -16.00
00065            -920.00      -28.00
00066            -920.00      -24.00
00067            -920.00      -16.00
00068            -880.00      -24.00
00069            -880.00      -20.00
00070            -840.00      -24.00
00071            -760.00      -24.00
00072            -640.00      -20.00
00073            -600.00      -20.00
00074            -400.00      -16.00
00075            -200.00      -20.00
00076             -40.00      -20.00
00077             160.00      -16.00
00078             400.00      -16.00
00079             600.00      -20.00
00080             760.00      -16.00
00081             920.00      -16.00
00082            1040.00      -24.00
00083            1120.00      -20.00
00084            1200.00      -24.00
00085            1280.00      -16.00
00086            1280.00      -20.00
00087            1240.00      -20.00
00088            1240.00      -20.00
00089            1200.00      -20.00
00090            1120.00      -16.00
00091            1000.00      -24.00
00092             880.00      -16.00
00093             720.00      -16.00
00094             640.00      -20.00
00095             560.00      -20.00
00096             440.00      -20.00
00097             400.00      -20.00
