Unit:(mV)
                     CH1         CH2
Frequency              ?   1.220 kHz
Period                 ?  819.672 us
00001            1480.00      -16.00
00002            1440.00      -16.00
00003            1400.00      -16.00
00004            1320.00      -16.00
00005            1240.00      -16.00
00006            1200.00      -20.00
00007            1160.00      -20.00
00008            1120.00      -16.00
00009            1040.00      -16.00
00010             920.00      -24.00
00011             600.00      500.00
00012             560.00      500.00
00013             520.00      500.00
00014             440.00      -36.00
00015             400.00      -44.00
00016             400.00      -36.00
00017             280.00      -32.00
00018             240.00      -32.00
00019             160.00      -36.00
00020             160.00      -32.00
00021              40.00      -36.00
00022              40.00      -36.00
00023             -40.00      -32.00
00024            -160.00      -28.00
00025            -200.00      -28.00
00026            -280.00      -28.00
00027            -280.00      -32.00
00028            -400.00      -28.00
00029            -440.00      -28.00
00030            -480.00      -28.00
00031            -520.00      -24.00
00032            -600.00      -32.00
00033            -640.00      -28.00
00034            -720.00      -28.00
00035            -720.00      -24.00
00036            -760.00      -36.00
00037            -840.00      -24.00
00038            -880.00      -24.00
00039            -960.00      -28.00
00040            -960.00      -20.00
00041           -1040.00      -28.00
00042           -1080.00      -24.00
00043           -1080.00      -28.00
00044           -1160.00      -24.00
00045           -1240.00      -28.00
00046           -1240.00      -24.00
00047           -1280.00      -24.00
00048           -1360.00      -24.00
00049           -1400.00      -24.00
00050           -1400.00      -24.00
00051           -1400.00      -24.00
00052           -1440.00      -20.00
00053           -1560.00      -28.00
00054           -1520.00      -24.00
00055           -1600.00      -20.00
00056           -1640.00      -16.00
00057           -1680.00      -16.00
00058           -1640.00      -28.00
00059           -1680.00      -16.00
00060           -1720.00      -16.00
00061           -1760.00      -12.00
00062           -1840.00      -28.00
00063           -1840.00      -20.00
00064           -1840.00      -24.00
00065           -1880.00      -16.00
00066           -1920.00      -16.00
00067           -1920.00      -20.00
00068           -1920.00      -20.00
00069           -1920.00      -20.00
00070           -2000.00      -20.00
00071           -1960.00      -24.00
00072           -1960.00      -16.00
00073           -2000.00      -20.00
00074           -2040.00      -16.00
00075           -2080.00      -20.00
00076           -2040.00      -12.00
00077           -2080.00      -20.00
00078           -2120.00      -16.00
00079           -2080.00      -16.00
00080           -2080.00      -20.00
00081           -2120.00      -20.00
00082           -2120.00      -24.00
00083           -2120.00      -20.00
00084           -2120.00      -16.00
00085           -2120.00      -16.00
00086           -2160.00      -16.00
00087           -2160.00      -16.00
00088           -2160.00      -20.00
00089           -2160.00      -20.00
00090           -2160.00      -20.00
00091           -2160.00      -20.00
