Unit:(mV)
                     CH1         CH2
Frequency              ?   1.220 kHz
Period                 ?  819.672 us
00001            1520.00      -16.00
00002            1560.00      -16.00
00003            1520.00      -20.00
00004            1360.00      -12.00
00005            1320.00      -12.00
00006            1320.00      -16.00
00007            1160.00      -16.00
00008            1160.00      -16.00
00009            1040.00      -12.00
00010             960.00      -16.00
00011             640.00      500.00
00012             600.00      500.00
00013             520.00      -32.00
00014             480.00      -36.00
00015             400.00      -36.00
00016             360.00      -32.00
00017             360.00      -36.00
00018             240.00      -32.00
00019             240.00      -36.00
00020             160.00      -36.00
00021              80.00      -28.00
00022             -40.00      -32.00
00023             -80.00      -32.00
00024             -40.00      -28.00
00025            -160.00      -28.00
00026            -240.00      -32.00
00027            -320.00      -28.00
00028            -360.00      -32.00
00029            -400.00      -36.00
00030            -480.00      -28.00
00031            -560.00      -28.00
00032            -600.00      -24.00
00033            -640.00      -28.00
00034            -680.00      -24.00
00035            -760.00      -28.00
00036            -800.00      -24.00
00037            -880.00      -24.00
00038            -880.00      -24.00
00039            -960.00      -28.00
00040           -1000.00      -28.00
00041           -1040.00      -28.00
00042           -1120.00      -24.00
00043           -1120.00      -24.00
00044           -1200.00      -28.00
00045           -1200.00      -24.00
00046           -1320.00      -24.00
00047           -1280.00      -24.00
00048           -1360.00      -24.00
00049           -1400.00      -28.00
00050           -1440.00      -20.00
00051           -1520.00      -24.00
00052           -1520.00      -16.00
00053           -1560.00      -20.00
00054           -1560.00      -20.00
00055           -1680.00      -24.00
00056           -1640.00      -20.00
00057           -1720.00      -20.00
00058           -1720.00      -20.00
00059           -1720.00      -28.00
00060           -1800.00      -24.00
00061           -1760.00      -16.00
00062           -1840.00      -20.00
00063           -1880.00      -20.00
00064           -1840.00      -20.00
00065           -1880.00      -20.00
00066           -1960.00      -20.00
00067           -1920.00      -20.00
00068           -1960.00      -20.00
00069           -1960.00      -16.00
00070           -2000.00      -24.00
00071           -2000.00      -24.00
00072           -2000.00      -24.00
00073           -2040.00      -20.00
00074           -2080.00      -20.00
00075           -2080.00      -24.00
00076           -2040.00      -24.00
00077           -2080.00      -20.00
00078           -2080.00      -20.00
00079           -2080.00      -20.00
00080           -2120.00      -24.00
00081           -2120.00      -20.00
00082           -2120.00      -16.00
00083           -2120.00      -24.00
00084           -2120.00      -16.00
00085           -2160.00      -20.00
00086           -2160.00      -20.00
00087           -2120.00      -16.00
00088           -2120.00      -24.00
00089           -2160.00      -24.00
00090           -2160.00      -20.00
00091           -2160.00      -20.00
