Unit:(mV)
                     CH1         CH2
Frequency              ?   1.196 kHz
Period                 ?  836.120 us
00001            1920.00      -20.00
00002            1880.00      -20.00
00003            1920.00      -20.00
00004            1840.00      -20.00
00005            1880.00      -20.00
00006            1840.00      -16.00
00007            1760.00      -20.00
00008            1680.00      -24.00
00009            1600.00      -16.00
00010            1520.00      -16.00
00011               0.00      500.00
00012               0.00      500.00
00013              40.00      500.00
00014              40.00      -36.00
00015              80.00      -40.00
00016              80.00      -36.00
00017             120.00      -32.00
00018              80.00      -32.00
00019              80.00      -36.00
00020              40.00      -40.00
00021              40.00      -36.00
00022               0.00      -32.00
00023             -80.00      -32.00
00024            -120.00      -28.00
00025            -240.00      -28.00
00026            -240.00      -32.00
00027            -320.00      -32.00
00028            -400.00      -32.00
00029            -440.00      -24.00
00030            -480.00      -28.00
00031            -560.00      -36.00
00032            -600.00      -28.00
00033            -640.00      -28.00
00034            -720.00      -24.00
00035            -760.00      -28.00
00036            -800.00      -28.00
00037            -880.00      -28.00
00038            -960.00      -32.00
00039           -1040.00      -28.00
00040           -1160.00      -28.00
00041           -1240.00      -28.00
00042           -1320.00      -28.00
00043           -1400.00      -24.00
00044           -1480.00      -24.00
00045           -1560.00      -28.00
00046           -1720.00      -28.00
00047           -1800.00      -24.00
00048           -1840.00      -32.00
00049           -1920.00      -24.00
00050           -1960.00      -20.00
00051           -2000.00      -24.00
00052           -2040.00      -28.00
00053           -2080.00      -24.00
00054           -2080.00      -24.00
00055           -2080.00      -24.00
00056           -2040.00      -20.00
00057           -2080.00      -20.00
00058           -2000.00      -28.00
00059           -2000.00      -24.00
00060           -1920.00      -20.00
00061           -1880.00      -24.00
00062           -1800.00      -16.00
00063           -1760.00      -16.00
00064           -1680.00      -20.00
00065           -1600.00      -20.00
00066           -1480.00      -24.00
00067           -1440.00      -20.00
00068           -1320.00      -20.00
00069           -1240.00      -24.00
00070           -1160.00      -20.00
00071           -1040.00      -20.00
00072            -880.00      -20.00
00073            -760.00      -20.00
00074            -600.00      -20.00
00075            -560.00      -20.00
00076            -360.00      -16.00
00077            -240.00      -20.00
00078            -160.00      -20.00
00079               0.00      -20.00
00080              80.00      -20.00
00081             200.00      -20.00
00082             280.00      -20.00
00083             360.00      -20.00
00084             440.00      -20.00
00085             480.00      -16.00
00086             560.00      -20.00
00087             600.00      -16.00
00088             640.00      -24.00
00089             720.00      -20.00
00090             760.00      -16.00
00091             800.00      -12.00
00092             880.00      -24.00
00093             920.00      -20.00
00094            1000.00      -20.00
00095            1080.00      -20.00
00096            1160.00      -16.00
00097            1280.00      -20.00
00098            1400.00      -20.00
00099            1520.00      -16.00
00100            1640.00      -20.00
00101            1760.00      -28.00
00102            1840.00      -16.00
00103            1880.00      -20.00
00104            1960.00      -20.00
00105            2000.00      -20.00
00106            2000.00      -16.00
00107            2000.00      -20.00
00108            2040.00      -16.00
00109            2000.00      -16.00
00110            2040.00      -20.00
00111            2000.00      -20.00
00112            2000.00      -20.00
00113            1960.00      -12.00
00114            1960.00      -16.00
00115            1960.00      -24.00
00116            2000.00      -24.00
