Unit:(mV)
                     CH1         CH2
Frequency              ?   1.226 kHz
Period                 ?  815.661 us
00001             560.00      -16.00
00002             680.00      -20.00
00003             720.00      -16.00
00004             760.00      -16.00
00005             800.00      -16.00
00006             760.00      -16.00
00007             760.00      -12.00
00008             680.00      -12.00
00009             600.00      -16.00
00010             520.00      -20.00
00011            -640.00      500.00
00012            -680.00      500.00
00013            -760.00      -28.00
00014            -760.00      -32.00
00015            -800.00      -28.00
00016            -840.00      -28.00
00017            -840.00      -44.00
00018            -800.00      -32.00
00019            -800.00      -28.00
00020            -720.00      -28.00
00021            -720.00      -32.00
00022            -680.00      -36.00
00023            -600.00      -24.00
00024            -520.00      -28.00
00025            -440.00      -32.00
00026            -400.00      -32.00
00027            -360.00      -28.00
00028            -240.00      -32.00
00029            -160.00      -28.00
00030            -120.00      -24.00
00031               0.00      -20.00
00032              40.00      -28.00
00033             160.00      -28.00
00034             240.00      -20.00
00035             320.00      -20.00
00036             400.00      -24.00
00037             480.00      -24.00
00038             560.00      -20.00
00039             560.00      -24.00
00040             640.00      -24.00
00041             640.00      -20.00
00042             640.00      -20.00
00043             640.00      -16.00
00044             560.00      -24.00
00045             560.00      -24.00
00046             480.00      -20.00
00047             360.00      -20.00
00048             280.00      -20.00
00049             160.00      -16.00
00050              40.00      -16.00
00051             -80.00      -20.00
00052            -240.00      -16.00
00053            -360.00      -20.00
00054            -440.00      -20.00
00055            -560.00      -20.00
00056            -640.00      -16.00
00057            -720.00      -20.00
00058            -800.00      -16.00
00059            -840.00      -16.00
00060            -840.00      -20.00
00061            -880.00      -16.00
00062            -920.00      -20.00
00063            -880.00      -16.00
00064            -920.00      -16.00
00065            -960.00      -20.00
00066            -920.00      -16.00
00067            -960.00      -20.00
00068            -920.00      -24.00
00069            -880.00      -16.00
00070            -880.00      -16.00
00071            -800.00      -12.00
00072            -720.00      -16.00
00073            -600.00      -12.00
00074            -440.00      -16.00
00075            -240.00      -12.00
00076             -80.00      -16.00
00077             160.00      -16.00
00078             360.00      -16.00
00079             520.00      -16.00
00080             720.00      -16.00
00081             840.00      -16.00
00082            1000.00      -16.00
00083            1120.00      -16.00
00084            1160.00      -16.00
00085            1200.00      -12.00
00086            1200.00      -24.00
00087            1240.00      -16.00
00088            1200.00      -20.00
00089            1160.00      -16.00
00090            1040.00      -12.00
00091             960.00      -12.00
00092             840.00      -12.00
00093             720.00      -16.00
00094             600.00      -12.00
00095             520.00      -16.00
00096             440.00      -16.00
00097             360.00      -16.00
00098             280.00      -16.00
00099             240.00      -16.00
00100             160.00      -16.00
00101             120.00      -16.00
00102              80.00      -16.00
00103               0.00      -16.00
00104             -40.00      -12.00
00105             -80.00      -16.00
00106            -200.00      -20.00
00107            -320.00      -16.00
00108            -440.00      -16.00
00109            -520.00      -16.00
00110            -640.00       -8.00
00111            -680.00      -12.00
00112            -760.00      -16.00
00113            -800.00      -20.00
00114            -800.00      -12.00
00115            -840.00      -16.00
00116            -800.00      -24.00
00117            -720.00      -12.00
00118            -600.00      -20.00
00119            -440.00      -16.00
00120            -320.00      -16.00
00121            -120.00      -20.00
00122              40.00      -16.00
00123             200.00      -16.00
00124             320.00      -16.00
00125             400.00      -12.00
00126             440.00      -20.00
00127             440.00      -16.00
00128             440.00      -16.00
00129             440.00      -16.00
00130             440.00      -16.00
00131             400.00      -16.00
00132             360.00      -16.00
00133             320.00      -24.00
00134             240.00      -16.00
00135             160.00      -16.00
00136             120.00      -16.00
00137              40.00      -12.00
00138             -80.00      -12.00
00139             -80.00      -12.00
00140            -120.00      -20.00
00141            -120.00      -20.00
00142            -120.00      -20.00
00143             -80.00      -20.00
00144            -120.00      -16.00
00145            -120.00      -20.00
00146            -160.00      -16.00
00147            -160.00      -20.00
00148            -240.00      -20.00
00149            -280.00      -16.00
00150            -360.00      -20.00
00151            -400.00      -20.00
00152            -440.00      -16.00
00153            -440.00      -16.00
00154            -480.00      -12.00
00155            -440.00      -16.00
00156            -440.00      -12.00
00157            -400.00      -20.00
00158            -400.00      -20.00
00159            -240.00      -16.00
00160            -160.00      -20.00
00161             -40.00      -20.00
00162             160.00      -16.00
00163             360.00      -16.00
00164             520.00      -16.00
00165             640.00      -12.00
00166             760.00      -16.00
00167             840.00      -20.00
00168             920.00      -16.00
00169             960.00      -20.00
00170            1040.00      -20.00
00171            1040.00      -16.00
00172            1040.00      -20.00
00173            1000.00      -20.00
00174             920.00      -20.00
00175             840.00      -20.00
00176             760.00      -16.00
00177             680.00      -16.00
00178             560.00      -16.00
00179             440.00      -20.00
00180             360.00      -24.00
00181             280.00      -24.00
00182             200.00      -20.00
00183             160.00      -20.00
00184             200.00      -16.00
00185             160.00      -20.00
00186             160.00      -20.00
00187             160.00      -20.00
00188             160.00      -20.00
00189             120.00      -16.00
00190               0.00      -20.00
00191             -40.00      -20.00
00192            -120.00      -20.00
00193            -200.00      -12.00
00194            -280.00      -12.00
00195            -400.00      -20.00
00196            -440.00      -20.00
00197            -560.00      -24.00
00198            -600.00      -16.00
00199            -640.00      -16.00
00200            -720.00      -20.00
00201            -720.00      -24.00
00202            -680.00      -16.00
00203            -640.00      -20.00
00204            -560.00      -16.00
00205            -400.00      -16.00
00206            -240.00      -20.00
00207             -80.00      -32.00
00208              80.00      -16.00
00209             240.00      -20.00
00210             320.00      -16.00
00211             360.00      -20.00
00212             400.00      -16.00
00213             440.00      -16.00
00214             400.00      -20.00
00215             400.00      -20.00
00216             400.00      -16.00
00217             400.00      -16.00
00218             280.00      -16.00
00219             160.00      -20.00
00220              40.00      -20.00
00221             -80.00      -16.00
00222            -240.00      -20.00
00223            -280.00      -16.00
00224            -360.00      -20.00
00225            -400.00      -20.00
00226            -360.00      -20.00
00227            -400.00      -12.00
00228            -320.00      -24.00
00229            -240.00      -20.00
00230            -200.00      -24.00
00231             -80.00      -16.00
00232               0.00      -20.00
00233              40.00      -20.00
00234              80.00      -16.00
00235             160.00      -20.00
00236             160.00      -20.00
00237             160.00      -20.00
00238             160.00      -16.00
00239             160.00      -16.00
00240             160.00      -20.00
00241             160.00      -24.00
00242             120.00      -16.00
00243             160.00      -20.00
00244             160.00      -20.00
00245             200.00      -16.00
00246             240.00      -24.00
00247             280.00      -20.00
00248             360.00      -20.00
00249             440.00      -20.00
00250             520.00      -16.00
00251             600.00      -16.00
00252             680.00      -24.00
00253             720.00      -24.00
00254             760.00      -20.00
00255             800.00      -20.00
00256             760.00      -16.00
00257             760.00      -20.00
00258             720.00      -20.00
00259             560.00      -20.00
00260             520.00      -20.00
00261            -600.00      500.00
00262            -680.00      500.00
00263            -720.00      -28.00
00264            -760.00      -36.00
00265            -800.00      -44.00
00266            -800.00      -44.00
00267            -840.00      -36.00
00268            -800.00      -36.00
00269            -800.00      -32.00
00270            -760.00      -40.00
00271            -720.00      -36.00
00272            -640.00      -36.00
00273            -600.00      -32.00
00274            -520.00      -32.00
00275            -480.00      -28.00
00276            -400.00      -28.00
00277            -320.00      -28.00
00278            -280.00      -32.00
00279            -160.00      -28.00
00280            -120.00      -28.00
00281               0.00      -32.00
00282              40.00      -28.00
00283             160.00      -24.00
00284             240.00      -28.00
00285             320.00      -32.00
00286             400.00      -32.00
00287             480.00      -28.00
00288             520.00      -32.00
00289             560.00      -32.00
00290             640.00      -28.00
00291             640.00      -28.00
00292             640.00      -28.00
00293             600.00      -24.00
00294             560.00      -24.00
00295             560.00      -24.00
00296             480.00      -28.00
00297             400.00      -24.00
00298             280.00      -20.00
00299             160.00      -24.00
00300               0.00      -24.00
00301             -80.00      -20.00
00302            -200.00      -24.00
00303            -320.00      -28.00
00304            -440.00      -24.00
00305            -560.00      -24.00
00306            -680.00      -20.00
00307            -720.00      -28.00
00308            -760.00      -20.00
00309            -840.00      -28.00
00310            -840.00      -24.00
00311            -880.00      -24.00
00312            -880.00      -20.00
00313            -920.00      -24.00
00314            -920.00      -24.00
00315            -920.00      -20.00
00316            -920.00      -16.00
00317            -920.00      -24.00
00318            -920.00      -24.00
00319            -920.00      -24.00
00320            -880.00      -28.00
00321            -800.00      -28.00
00322            -720.00      -24.00
00323            -600.00      -20.00
00324            -440.00      -16.00
00325            -240.00      -20.00
00326             -80.00      -20.00
00327             120.00      -16.00
00328             360.00      -28.00
00329             520.00      -24.00
00330             720.00      -20.00
00331             840.00      -24.00
00332            1040.00      -20.00
00333            1120.00      -20.00
00334            1200.00      -20.00
00335            1240.00      -24.00
00336            1280.00      -20.00
00337            1240.00      -16.00
00338            1200.00      -20.00
00339            1160.00      -16.00
00340            1040.00      -28.00
00341             960.00      -20.00
00342             800.00      -20.00
00343             720.00      -24.00
00344             600.00      -20.00
00345             480.00      -20.00
00346             440.00      -20.00
00347             360.00      -20.00
00348             280.00      -20.00
00349             240.00      -16.00
00350             160.00      -16.00
00351             160.00      -20.00
00352              80.00      -20.00
00353               0.00      -16.00
00354               0.00      -16.00
00355            -120.00      -24.00
00356            -200.00      -24.00
00357            -320.00      -20.00
00358            -440.00      -20.00
00359            -520.00      -16.00
00360            -600.00      -16.00
00361            -680.00      -12.00
00362            -760.00      -16.00
00363            -800.00      -20.00
00364            -840.00      -20.00
00365            -800.00      -24.00
00366            -760.00      -20.00
00367            -760.00      -20.00
00368            -640.00      -16.00
00369            -480.00      -20.00
00370            -280.00      -16.00
00371            -120.00      -16.00
00372              80.00      -16.00
00373             200.00      -16.00
00374             320.00      -16.00
00375             400.00      -16.00
00376             440.00      -20.00
00377             480.00      -20.00
00378             480.00      -12.00
00379             440.00      -20.00
00380             440.00      -20.00
00381             440.00      -16.00
00382             360.00      -12.00
00383             320.00      -16.00
00384             240.00      -20.00
00385             160.00      -16.00
00386              80.00      -20.00
00387               0.00      -16.00
00388             -40.00      -20.00
00389             -80.00      -16.00
00390             -80.00      -12.00
00391            -120.00      -16.00
00392            -120.00      -16.00
00393             -80.00      -24.00
00394             -80.00      -16.00
00395             -80.00      -16.00
00396            -120.00      -16.00
00397            -200.00      -20.00
00398            -240.00      -16.00
00399            -280.00      -20.00
00400            -360.00      -16.00
00401            -400.00      -20.00
00402            -440.00      -12.00
00403            -480.00      -16.00
00404            -480.00      -16.00
00405            -440.00      -16.00
00406            -440.00      -20.00
00407            -440.00      -12.00
00408            -360.00      -16.00
00409            -280.00      -16.00
00410            -160.00      -24.00
00411               0.00      -16.00
00412             120.00      -16.00
00413             360.00      -20.00
00414             480.00      -16.00
00415             680.00      -20.00
00416             760.00      -16.00
00417             880.00      -16.00
00418             920.00      -12.00
00419            1000.00      -16.00
00420            1040.00      -16.00
00421            1040.00      -20.00
