Unit:(mV)
                     CH1         CH2
Frequency              ?   1.220 kHz
Period                 ?  819.672 us
00001             680.00      -16.00
00002             720.00      -24.00
00003             800.00      -20.00
00004             800.00      -16.00
00005             800.00      -16.00
00006             800.00      -20.00
00007             720.00      -16.00
00008             680.00      -16.00
00009             560.00      -16.00
00010             440.00      500.00
00011            -680.00      500.00
00012            -720.00      500.00
00013            -760.00      -32.00
00014            -800.00      -36.00
00015            -800.00      -36.00
00016            -800.00      -40.00
00017            -800.00      -36.00
00018            -800.00      -36.00
00019            -720.00      -32.00
00020            -720.00      -32.00
00021            -640.00      -36.00
00022            -600.00      -32.00
00023            -560.00      -32.00
00024            -480.00      -28.00
00025            -400.00      -28.00
00026            -320.00      -32.00
00027            -240.00      -28.00
00028            -200.00      -32.00
00029            -120.00      -28.00
00030             -40.00      -32.00
00031              40.00      -24.00
00032             120.00      -28.00
00033             200.00      -28.00
00034             280.00      -28.00
00035             400.00      -24.00
00036             480.00      -28.00
00037             560.00      -28.00
00038             600.00      -28.00
00039             640.00      -24.00
00040             640.00      -20.00
00041             640.00      -20.00
00042             640.00      -20.00
00043             640.00      -28.00
00044             560.00      -16.00
00045             520.00      -20.00
00046             440.00      -20.00
00047             360.00      -24.00
00048             280.00      -24.00
00049             160.00      -24.00
00050              40.00      -16.00
00051            -120.00      -20.00
00052            -200.00      -20.00
00053            -320.00      -24.00
00054            -480.00      -20.00
00055            -520.00      -20.00
00056            -640.00      -28.00
00057            -720.00      -24.00
00058            -720.00      -20.00
00059            -760.00      -16.00
00060            -800.00      -20.00
00061            -800.00      -20.00
00062            -840.00      -24.00
00063            -880.00      -24.00
00064            -880.00      -20.00
00065            -880.00      -20.00
00066            -880.00      -20.00
00067            -880.00      -20.00
00068            -920.00      -20.00
00069            -880.00      -16.00
00070            -880.00      -28.00
00071            -760.00      -20.00
00072            -680.00      -16.00
00073            -560.00      -20.00
00074            -400.00      -24.00
00075            -240.00      -16.00
00076             -80.00      -16.00
00077             160.00      -16.00
00078             360.00      -12.00
00079             560.00      -16.00
00080             640.00      -16.00
00081             840.00      -20.00
00082             960.00      -16.00
00083            1040.00      -20.00
00084            1120.00      -20.00
00085            1120.00      -16.00
00086            1120.00      -16.00
00087            1080.00      -20.00
00088            1080.00      -12.00
00089            1000.00      -20.00
00090             920.00      -20.00
00091             800.00      -12.00
00092             680.00      -12.00
00093             600.00      -20.00
00094             480.00      -12.00
00095             400.00      -24.00
00096             360.00      -20.00
00097             280.00      -16.00
