Unit:(mV)
                     CH1         CH2
Frequency              ?   1.149 kHz
Period                 ?  870.322 us
00001            1840.00      -16.00
00002            1840.00      -16.00
00003            1840.00      -16.00
00004            1840.00      -16.00
00005            1800.00      -12.00
00006            1720.00      -20.00
00007            1680.00       -8.00
00008            1640.00      -16.00
00009            1520.00      -12.00
00010            1440.00      500.00
00011               0.00      500.00
00012              40.00      500.00
00013              40.00      -28.00
00014              80.00      -32.00
00015              80.00      -36.00
00016              80.00      -40.00
00017              80.00      -28.00
00018              80.00      -28.00
00019              40.00      -28.00
00020               0.00      -28.00
00021               0.00      -36.00
00022               0.00      -24.00
00023             -80.00      -28.00
00024             -80.00      -32.00
00025            -160.00      -28.00
00026            -240.00      -32.00
00027            -280.00      -28.00
00028            -360.00      -28.00
00029            -400.00      -24.00
00030            -440.00      -24.00
00031            -480.00      -20.00
00032            -560.00      -24.00
00033            -600.00      -28.00
00034            -640.00      -24.00
00035            -760.00      -20.00
00036            -840.00      -28.00
00037            -920.00      -20.00
00038           -1040.00      -20.00
00039           -1120.00      -32.00
00040           -1240.00      -20.00
00041           -1320.00      -20.00
00042           -1440.00      -20.00
00043           -1560.00      -20.00
00044           -1640.00      -24.00
00045           -1720.00      -20.00
00046           -1800.00      -20.00
00047           -1880.00      -20.00
00048           -1960.00      -20.00
00049           -2000.00      -24.00
00050           -2040.00      -20.00
00051           -2080.00      -16.00
00052           -2080.00      -16.00
00053           -2080.00      -24.00
00054           -2080.00      -20.00
00055           -2080.00      -20.00
00056           -2040.00      -20.00
00057           -2000.00      -12.00
00058           -1960.00      -24.00
00059           -1880.00      -20.00
00060           -1840.00      -20.00
00061           -1840.00      -20.00
00062           -1760.00      -16.00
00063           -1720.00      -20.00
00064           -1640.00      -20.00
00065           -1560.00      -16.00
00066           -1480.00      -16.00
00067           -1360.00      -16.00
00068           -1360.00      -20.00
00069           -1200.00      -16.00
00070           -1080.00      -16.00
00071           -1000.00      -20.00
00072            -840.00      -16.00
00073            -720.00      -20.00
00074            -560.00      -16.00
00075            -400.00      -20.00
00076            -280.00      -16.00
00077            -200.00      -12.00
00078             -80.00      -16.00
00079              80.00      -16.00
00080             200.00      -12.00
00081             280.00      -12.00
00082             320.00      -20.00
00083             440.00      -12.00
00084             520.00      -16.00
00085             560.00      -16.00
00086             600.00      -20.00
00087             680.00      -12.00
00088             720.00      -16.00
00089             800.00      -16.00
00090             880.00      -12.00
00091             880.00      -20.00
00092            1000.00      -20.00
00093            1040.00      -16.00
00094            1120.00      -12.00
00095            1200.00      -12.00
00096            1320.00      -20.00
00097            1360.00      -16.00
00098            1480.00       -8.00
00099            1520.00      -12.00
00100            1640.00      -16.00
00101            1720.00      -12.00
00102            1840.00      -16.00
00103            1920.00      -12.00
00104            1960.00      -16.00
00105            1960.00      -16.00
00106            2000.00      -16.00
00107            2000.00      -16.00
00108            2040.00      -16.00
00109            2000.00      -12.00
00110            2000.00      -16.00
00111            2000.00      -16.00
00112            2000.00      -20.00
00113            1960.00      -16.00
00114            2000.00      -16.00
00115            2000.00      -16.00
00116            2000.00      -16.00
00117            2000.00      -16.00
00118            2040.00      -12.00
00119            2080.00      -16.00
00120            2080.00      -20.00
00121            2000.00      -16.00
00122            2000.00      -20.00
00123            1960.00      -16.00
00124            1880.00      -16.00
00125            1800.00      -16.00
00126            1720.00      -16.00
00127            1600.00      -16.00
00128            1480.00      -16.00
00129            1440.00      -16.00
00130            1320.00      -20.00
00131            1200.00      -20.00
00132            1080.00      -16.00
00133             920.00      -16.00
00134             760.00      -16.00
00135             640.00      -20.00
00136             520.00      -12.00
00137             400.00      -16.00
00138             280.00      -20.00
00139             200.00      -20.00
00140              80.00      -16.00
00141              40.00      -16.00
00142               0.00      -20.00
00143             -40.00      -20.00
00144            -120.00      -16.00
00145             -80.00      -16.00
00146            -160.00      -12.00
00147            -160.00      -20.00
00148            -160.00      -20.00
00149            -240.00      -20.00
00150            -320.00      -20.00
00151            -320.00      -16.00
00152            -400.00      -24.00
00153            -400.00      -20.00
00154            -400.00      -16.00
00155            -440.00      -16.00
00156            -440.00      -12.00
00157            -440.00      -16.00
00158            -480.00      -16.00
00159            -480.00      -16.00
00160            -480.00      -16.00
00161            -480.00      -16.00
00162            -480.00      -20.00
00163            -480.00      -16.00
00164            -480.00      -12.00
00165            -480.00      -20.00
00166            -520.00      -16.00
00167            -520.00      -16.00
00168            -480.00      -16.00
00169            -480.00      -20.00
00170            -520.00      -20.00
00171            -520.00      -16.00
00172            -560.00      -16.00
00173            -600.00      -16.00
00174            -640.00      -20.00
00175            -720.00      -12.00
00176            -760.00      -16.00
00177            -840.00      -24.00
00178            -880.00      -16.00
00179            -880.00      -20.00
00180            -920.00      -12.00
00181            -920.00      -24.00
00182            -960.00      -16.00
00183            -960.00      -20.00
00184            -920.00      -20.00
00185            -920.00      -20.00
00186            -880.00      -20.00
00187            -880.00      -16.00
00188            -840.00      -16.00
00189            -800.00      -16.00
00190            -720.00      -12.00
00191            -720.00      -20.00
00192            -720.00      -16.00
00193            -640.00      -16.00
00194            -680.00      -20.00
00195            -680.00      -24.00
00196            -720.00      -16.00
00197            -720.00      -16.00
00198            -800.00      -16.00
00199            -840.00      -16.00
00200            -840.00      -16.00
00201            -880.00      -20.00
00202            -840.00      -16.00
00203            -840.00      -20.00
00204            -840.00      -16.00
00205            -800.00      -20.00
00206            -760.00      -20.00
00207            -720.00      -16.00
00208            -680.00      -20.00
00209            -640.00      -20.00
00210            -600.00      -16.00
00211            -560.00      -12.00
00212            -520.00      -16.00
00213            -520.00      -16.00
00214            -480.00      -16.00
00215            -480.00      -24.00
00216            -480.00      -20.00
00217            -480.00      -16.00
00218            -560.00      -20.00
00219            -600.00      -20.00
00220            -640.00      -24.00
00221            -640.00      -16.00
00222            -640.00      -12.00
00223            -640.00      -16.00
00224            -560.00      -24.00
00225            -480.00      -16.00
00226            -400.00      -16.00
00227            -280.00      -20.00
00228            -160.00      -20.00
00229             -80.00      -16.00
00230              80.00      -16.00
00231             160.00      -20.00
00232             320.00      -20.00
00233             480.00      -20.00
00234             640.00      -16.00
00235             760.00      -12.00
00236             920.00      -20.00
00237            1000.00      -20.00
00238            1160.00      -16.00
00239            1320.00      -16.00
00240            1360.00      -16.00
00241            1520.00      -16.00
00242            1520.00      -20.00
00243            1600.00      -20.00
00244            1680.00      -24.00
00245            1720.00      -20.00
00246            1760.00      -16.00
00247            1800.00      -16.00
00248            1840.00      -20.00
00249            1840.00      -20.00
00250            1840.00      -16.00
00251            1840.00      -16.00
00252            1880.00      -24.00
00253            1840.00      -16.00
00254            1840.00      -20.00
00255            1800.00      -16.00
00256            1760.00      -24.00
00257            1680.00      -12.00
00258            1600.00      -20.00
00259            1520.00      -16.00
00260            1480.00      500.00
00261               0.00      500.00
00262              80.00      500.00
00263              40.00      -32.00
00264              40.00      -36.00
00265              80.00      -36.00
00266              80.00      -32.00
00267              80.00      -36.00
00268              80.00      -32.00
00269              40.00      -32.00
00270              80.00      -32.00
00271               0.00      -28.00
00272             -40.00      -28.00
00273             -80.00      -32.00
00274            -120.00      -32.00
00275            -160.00      -32.00
00276            -240.00      -32.00
00277            -280.00      -32.00
00278            -360.00      -28.00
00279            -400.00      -24.00
00280            -440.00      -28.00
00281            -480.00      -32.00
00282            -520.00      -24.00
00283            -600.00      -32.00
00284            -680.00      -28.00
00285            -760.00      -28.00
00286            -840.00      -24.00
00287            -920.00      -20.00
00288           -1040.00      -20.00
00289           -1120.00      -24.00
00290           -1240.00      -24.00
00291           -1320.00      -24.00
00292           -1440.00      -28.00
00293           -1560.00      -24.00
00294           -1640.00      -24.00
00295           -1720.00      -24.00
00296           -1840.00      -24.00
00297           -1920.00      -24.00
00298           -1960.00      -20.00
00299           -2000.00      -28.00
00300           -2040.00      -28.00
00301           -2080.00      -24.00
00302           -2080.00      -24.00
00303           -2080.00      -20.00
00304           -2040.00      -20.00
00305           -2080.00      -20.00
00306           -2040.00      -20.00
00307           -2000.00      -20.00
00308           -1960.00      -24.00
00309           -1920.00      -20.00
00310           -1840.00      -24.00
00311           -1840.00      -16.00
00312           -1760.00      -20.00
00313           -1720.00      -20.00
00314           -1600.00      -20.00
00315           -1600.00      -16.00
00316           -1480.00      -16.00
00317           -1440.00      -16.00
00318           -1320.00      -20.00
00319           -1200.00      -20.00
00320           -1080.00      -20.00
00321           -1000.00      -16.00
00322            -840.00      -16.00
00323            -720.00      -20.00
00324            -560.00      -16.00
00325            -440.00      -20.00
00326            -360.00      -16.00
00327            -160.00      -16.00
00328             -40.00      -20.00
00329              40.00      -20.00
00330             160.00      -20.00
00331             240.00      -24.00
00332             360.00      -16.00
00333             400.00      -16.00
00334             480.00      -12.00
00335             560.00      -20.00
00336             600.00      -20.00
00337             640.00      -20.00
00338             760.00      -24.00
00339             800.00      -16.00
00340             840.00      -20.00
00341             880.00      -16.00
00342             960.00      -20.00
00343            1040.00      -16.00
00344            1160.00      -20.00
00345            1200.00      -16.00
00346            1280.00      -12.00
00347            1360.00      -20.00
00348            1480.00      -16.00
00349            1520.00      -16.00
00350            1640.00      -20.00
00351            1760.00      -20.00
00352            1840.00      -16.00
00353            1880.00      -16.00
00354            1960.00      -16.00
00355            2000.00      -20.00
00356            2000.00      -16.00
00357            2000.00      -16.00
00358            2000.00      -20.00
00359            2000.00      -16.00
00360            2040.00      -20.00
00361            2000.00      -12.00
00362            2000.00      -16.00
00363            2000.00      -12.00
00364            2000.00      -16.00
00365            2000.00      -12.00
00366            2000.00      -16.00
00367            2000.00      -16.00
00368            2000.00      -12.00
00369            2080.00      -20.00
00370            2040.00      -16.00
00371            2000.00      -12.00
00372            2040.00      -16.00
00373            2000.00      -16.00
00374            1920.00      -16.00
00375            1800.00      -16.00
00376            1720.00      -16.00
00377            1600.00      -20.00
00378            1520.00      -12.00
00379            1400.00      -16.00
00380            1320.00      -16.00
00381            1160.00      -16.00
00382            1040.00      -16.00
00383             880.00      -20.00
00384             800.00      -16.00
00385             640.00      -20.00
00386             520.00      -16.00
00387             360.00      -16.00
00388             280.00      -16.00
00389             160.00      -16.00
00390              80.00      -16.00
00391              40.00      -12.00
00392               0.00      -12.00
00393             -80.00      -20.00
00394             -80.00      -12.00
00395            -120.00       -8.00
00396            -120.00      -16.00
00397            -160.00      -16.00
00398            -200.00      -16.00
00399            -240.00      -12.00
00400            -280.00      -12.00
00401            -320.00      -12.00
00402            -400.00      -20.00
00403            -400.00      -20.00
00404            -440.00      -20.00
00405            -440.00      -12.00
00406            -440.00      -16.00
