Unit:(mV)
                     CH1         CH2
Frequency              ?   1.190 kHz
Period                 ?  840.336 us
00001             480.00      -12.00
00002             440.00      -20.00
00003             400.00      -20.00
00004             360.00      -20.00
00005             320.00      -16.00
00006             240.00      -20.00
00007             240.00      -20.00
00008             120.00      -16.00
00009              40.00      -16.00
00010              40.00      500.00
00011            -720.00      500.00
00012            -560.00      500.00
00013            -400.00      -36.00
00014            -280.00      -36.00
00015            -120.00      -40.00
00016             -80.00      -40.00
00017              80.00      -36.00
00018             200.00      -32.00
00019             360.00      -36.00
00020             440.00      -32.00
00021             520.00      -32.00
00022             680.00      -36.00
00023             760.00      -40.00
00024             960.00      -32.00
00025            1040.00      -36.00
00026            1160.00      -28.00
00027            1160.00      -28.00
00028            1320.00      -32.00
00029            1360.00      -28.00
00030            1480.00      -28.00
00031            1560.00      -36.00
00032            1680.00      -32.00
00033            1720.00      -28.00
00034            1800.00      -28.00
00035            1840.00      -32.00
00036            1880.00      -24.00
00037            1920.00      -28.00
00038            1960.00      -28.00
00039            1960.00      -24.00
00040            1960.00      -28.00
00041            1920.00      -28.00
00042            1960.00      -24.00
00043            1960.00      -28.00
00044            1880.00      -28.00
00045            1880.00      -24.00
00046            1880.00      -24.00
00047            1840.00      -24.00
00048            1800.00      -24.00
00049            1800.00      -24.00
00050            1800.00      -28.00
00051            1720.00      -28.00
00052            1640.00      -24.00
00053            1640.00      -28.00
00054            1560.00      -24.00
00055            1480.00      -24.00
00056            1440.00      -20.00
00057            1400.00      -16.00
00058            1360.00      -24.00
00059            1320.00      -28.00
00060            1280.00      -24.00
00061            1240.00      -24.00
00062            1160.00      -24.00
00063            1080.00      -20.00
00064            1040.00      -28.00
00065             960.00      -24.00
00066             920.00      -24.00
00067             840.00      -20.00
00068             800.00      -24.00
00069             760.00      -28.00
00070             800.00      -24.00
00071             760.00      -16.00
00072             760.00      -20.00
00073             760.00      -20.00
00074             800.00      -28.00
00075             840.00      -20.00
00076             920.00      -20.00
00077             960.00      -24.00
00078            1000.00      -20.00
00079            1000.00      -16.00
00080            1040.00      -24.00
00081            1040.00      -24.00
00082            1040.00      -20.00
00083            1040.00      -24.00
00084            1040.00      -16.00
00085            1000.00      -24.00
00086            1000.00      -20.00
00087             920.00      -16.00
00088             880.00      -16.00
00089             800.00      -16.00
00090             720.00      -20.00
00091             640.00      -20.00
00092             600.00      -16.00
00093             520.00      -16.00
00094             440.00      -20.00
00095             400.00      -16.00
00096             280.00      -20.00
00097             240.00      -20.00
00098             120.00      -20.00
00099              80.00      -16.00
00100               0.00      -24.00
00101             -40.00      -20.00
00102            -160.00      -20.00
00103            -240.00      -20.00
