#Parameters = {g_w=0.1; m_th=0.01; lin_w=0.57; er=2.33; lamb=20; subs_th=0.2; subs_l=10; subs_w=10; Patch_length=6.3548709179955; Patch_width=5.7348835113618; x_shift=0.5; y_shift=0}
#"Frequency / GHz"	"Z1,1 [Re]"	"Z1,1 [Im]"
#-----------------------------------------
14.588000297546	5.3449351400599	-99.779835646746
14.592000007629	5.4029279969332	-99.385139579518
14.595999717712	5.4628523728718	-98.992728072825
14.600000381470	5.5244209504930	-98.602714716586
14.604000091553	5.5873359388998	-98.215143238340
14.607999801636	5.6512862782593	-97.830083078223
14.612000465393	5.7159476060489	-97.447509857998
14.616000175476	5.7809955119922	-97.067417792018
14.619999885559	5.8461360183146	-96.689718925105
14.623999595642	5.9110477278067	-96.314330901692
14.628000259399	5.9754395187648	-95.941117635517
14.631999969482	6.0390154104624	-95.569921562139
14.635999679565	6.1015166037104	-95.200529989493
14.640000343323	6.1626892492116	-94.832748730285
14.644000053406	6.2223017521929	-94.466306494383
14.647999763489	6.2801416778087	-94.100951282928
14.652000427246	6.3360380141422	-93.736358460885
14.656000137329	6.3898428837320	-93.372241340299
14.659999847412	6.4414561118873	-93.008237657976
14.663999557495	6.4907523578833	-92.644053707371
14.668000221252	6.5377118694904	-92.279292128819
14.671999931335	6.5823093896850	-91.913610705658
14.675999641418	6.6245594083002	-91.546644058224
14.680000305176	6.6645166981069	-91.178030873491
14.684000015259	6.7022770004462	-90.807425186760
14.687999725342	6.7379519727325	-90.434451136962
14.692000389099	6.7716983378512	-90.058798009424
14.696000099182	6.8037205366039	-89.680146316344
14.699999809265	6.8342126138838	-89.298196420589
14.704000473022	6.8634376944568	-88.912667161532
14.708000183105	6.8916655683371	-88.523285632885
14.711999893188	6.9191875472057	-88.129849749146
14.715999603271	6.9462999253009	-87.732166112312
14.720000267029	6.9733487271126	-87.330040584441
14.723999977112	7.0006723478681	-86.923378115115
14.727999687195	7.0286133555803	-86.512036925004
14.732000350952	7.0575238923786	-86.095998046693
14.736000061035	7.0877550595535	-85.675188073655
14.739999771118	7.1196684087825	-85.249635116474
14.744000434875	7.1535992522180	-84.819357668929
14.748000144958	7.1898866603780	-84.384425029380
14.751999855042	7.2288551477626	-83.944954154756
14.755999565125	7.2707944994011	-83.501061200646
14.760000228882	7.3160036909998	-83.052902341054
14.763999938965	7.3647506164475	-82.600644331893
14.767999649048	7.4172564668893	-82.144495861980
14.772000312805	7.4737481302494	-81.684670472547
14.776000022888	7.5344115514327	-81.221416120459
14.779999732971	7.5993946785646	-80.754938345430
14.784000396729	7.6688250210220	-80.285540452083
14.788000106812	7.7427881590323	-79.813450686379
14.791999816895	7.8213705832789	-79.338939403772
14.795999526978	7.9045781530851	-78.862281133175
14.800000190735	7.9924320242958	-78.383698457679
14.803999900818	8.0848847316046	-77.903473343804
14.807999610901	8.1818909621090	-77.421830354255
14.812000274658	8.2833648824235	-76.939010201190
14.815999984741	8.3891867341564	-76.455187311955
14.819999694824	8.4992200576423	-75.970583942904
14.824000358582	8.6133082180840	-75.485354482800
14.828000068665	8.7312640694151	-74.999652700140
14.831999778748	8.8528929599099	-74.513583529507
14.836000442505	8.9779822207104	-74.027249403493
14.840000152588	9.1063090295051	-73.540715378295
14.843999862671	9.2376207373150	-73.053997024145
14.847999572754	9.3716784802456	-72.567108673862
14.852000236511	9.5082441395457	-72.080014020467
14.855999946594	9.6470482121145	-71.592651836638
14.859999656677	9.7878639881610	-71.104924022397
14.864000320435	9.9304251016946	-70.616676177831
14.868000030518	10.074511879078	-70.127766550414
14.871999740601	10.219902187843	-69.638002307548
14.876000404358	10.366379826934	-69.147132615577
14.880000114441	10.513749891402	-68.654909543666
14.883999824524	10.661855952150	-68.161051728275
14.887999534607	10.810539499103	-67.665219536091
14.892000198364	10.959684423382	-67.167095012441
14.895999908447	11.109207081580	-66.666294846690
14.899999618530	11.259027375713	-66.162456086649
14.904000282288	11.409130525169	-65.655143339963
14.907999992371	11.559532535360	-65.143969082498
14.911999702454	11.710254999547	-64.628483147748
14.916000366211	11.861390036220	-64.108261907511
14.920000076294	12.013056525948	-63.582853987506
14.923999786377	12.165401610587	-63.051817266749
14.928000450134	12.318631155216	-62.514700596335
14.932000160217	12.472970700074	-61.971084484260
14.935999870300	12.628685775142	-61.420519761064
14.939999580383	12.786090709771	-60.862601279719
14.944000244141	12.945519003612	-60.296928753826
14.947999954224	13.107344894653	-59.723112828325
14.951999664307	13.271975408751	-59.140802825908
14.956000328064	13.439829110060	-58.549645080998
14.960000038147	13.611367298148	-57.949333571326
14.963999748230	13.787073816334	-57.339575690273
14.968000411987	13.967434063662	-56.720095974486
14.972000122070	14.152971156214	-56.090690188839
14.975999832153	14.344205729873	-55.451136393000
14.979999542236	14.541671097076	-54.801252421179
14.984000205994	14.745925065975	-54.140909024230
14.987999916077	14.957501138826	-53.469972785506
14.991999626160	15.176954180015	-52.788358039606
14.996000289917	15.404837957421	-52.095990774977
15.000000000000	15.641689388868	-51.392822945534
15.003999710083	15.888048542712	-50.678843395403
15.008000373840	16.144462056802	-49.954041835442
15.012000083923	16.411449916468	-49.218427833067
15.015999794006	16.689522470979	-48.472025520560
15.020000457764	16.979198014543	-47.714869433841
15.024000167847	17.280966200785	-46.947014850241
15.027999877930	17.595322239041	-46.168517275527
15.031999588013	17.922736939306	-45.379417403683
15.036000251770	18.263684227415	-44.579789873518
15.039999961853	18.618636843929	-43.769674452973
15.043999671936	18.988033424069	-42.949133681483
15.048000335693	19.372331469337	-42.118201466994
15.052000045776	19.771984007532	-41.276935639952
15.055999755859	20.187437515227	-40.425343900877
15.060000419617	20.619133733421	-39.563443696417
15.064000129700	21.067531867338	-38.691248756635
15.067999839783	21.533089343040	-37.808731876920
15.071999549866	22.016268541462	-36.915866948659
15.076000213623	22.517554476730	-36.012613924684
15.079999923706	23.037440056846	-35.098897041985
15.083999633789	23.576435047214	-34.174624078086
15.088000297546	24.135074064437	-33.239707634709
15.092000007629	24.713921754508	-32.294006789216
15.095999717712	25.313564670021	-31.337382137251
15.100000381470	25.934623550596	-30.369662079581
15.104000091553	26.577758098719	-29.390662906029
15.107999801636	27.243667993874	-28.400170367225
15.112000465393	27.933096406933	-27.397963338756
15.116000175476	28.646835998257	-26.383784892298
15.119999885559	29.385736186072	-25.357373236300
15.123999595642	30.150707128027	-24.318441336725
15.128000259399	30.942720045827	-23.266689301374
15.131999969482	31.762825333206	-22.201793865148
15.135999679565	32.612134652062	-21.123424107146
15.140000343323	33.491864263687	-20.031244249879
15.144000053406	34.403295816159	-18.924890918007
15.147999763489	35.347829579732	-17.804003248435
15.152000427246	36.326956547775	-16.668215664006
15.156000137329	37.342292208061	-15.517163889564
15.159999847412	38.395570235017	-14.350483188032
15.163999557495	39.488654453196	-13.167811953765
15.168000221252	40.623552457995	-11.968806065628
15.171999931335	41.802428650779	-10.753143300498
15.175999641418	43.027613011500	-9.5205191992789
15.180000305176	44.301619687061	-8.2706781733019
15.184000015259	45.627142051164	-7.0033902070360
15.187999725342	47.007099420174	-5.7184960839474
15.192000389099	48.444626878381	-4.4158998255890
15.196000099182	49.943103140329	-3.0955896298448
15.199999809265	51.506170289175	-1.7576566670073
15.204000473022	53.137749648845	-0.40231419719423
15.208000183105	54.842064463444	0.97007795958605
15.211999893188	56.623662703249	2.3589856401323
15.215999603271	58.487439358738	3.7636687251007
15.220000267029	60.438659893877	5.1831422926440
15.223999977112	62.482986307446	6.6161353172834
15.227999687195	64.626501773700	8.0610404246900
15.232000350952	66.875733966429	9.5158549527379
15.236000061035	69.237682654203	10.978115976828
15.239999771118	71.719836636936	12.444821594308
15.244000434875	74.330198629642	13.912343606542
15.248000144958	77.077299636449	15.376328562887
15.251999855042	79.970200867965	16.831577584065
15.255999565125	83.018513450790	18.271918718095
15.260000228882	86.232356066698	19.690048636009
15.263999938965	89.622353852282	21.077369445063
15.267999649048	93.199602011941	22.423803738124
15.272000312805	96.975550534177	23.717566174924
15.276000022888	100.96192735583	24.944929197514
15.279999732971	105.17059555722	26.089988151135
15.284000396729	109.61335125272	27.134353476183
15.288000106812	114.30162431384	28.056871878151
15.291999816895	119.24620820235	28.833329174041
15.295999526978	124.45675326672	29.436131650587
15.300000190735	129.94129910582	29.834043149850
15.303999900818	135.70555818087	29.991923454596
15.307999610901	141.75216460661	29.870557983457
15.312000274658	148.07968159124	29.426584664077
15.315999984741	154.68161049852	28.612595678553
